OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,SampleID,CountReads,BOLDalt
OTU697,US,0.9881,BOLD:AAN5217.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4636,36,BOLD:AAN5217
OTU698,US,0.0000,None,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4636,7,None
OTU705,GS,100.0,BOLD:ABX5888.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula abdominalis,pomp.4636,33,BOLD:ABX5888
OTU707,US,1.0000,None,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4636,1,None
OTU719,US,0.2833,BOLD:ACB3721.2,Animalia,Arthropoda,Insecta,Ephemeroptera,NA,NA,NA,pomp.4636,17,BOLD:ACB3721
OTU759,US,0.3913,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4636,27,None
OTU783,US,0.0000,BOLD:AAN5217.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4636,43,BOLD:AAN5217
OTU812,US,0.0000,BOLD:ACT2308.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4636,7,BOLD:ACT2308
OTU822,US,0.3913,BOLD:ACK9858.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4636,18,BOLD:ACK9858
OTU824,US,1.0000,BOLD:ACR5201.1,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4636,10,BOLD:ACR5201
OTU975,US,0.2259,BOLD:AAH6089.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4636,2,BOLD:AAH6089
OTU985,US,1.0000,BOLD:ACN2282.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4636,28,BOLD:ACN2282
OTU987,US,1.0000,None,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4636,2,None
OTU1000,US,1.0000,None,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4636,31,None
OTU1031,US,0.9925,BOLD:AAK4727.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4636,21,BOLD:AAK4727
OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4636,1,None
OTU1117,GS,100.0,BOLD:ACI6375.1,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides concolor,pomp.4636,31,BOLD:ACI6375
OTU1141,US,0.1429,BOLD:ACT7524.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4636,1,BOLD:ACT7524
OTU1154,US,0.9881,BOLD:ACR0526.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4636,15,BOLD:ACR0526
OTU1172,US,0.3056,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4636,28,None
OTU1233,US,0.9881,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4636,1,None
OTU1272,US,1.0000,BOLD:ACS1821.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4636,22,BOLD:ACS1821
OTU1383,US,0.0000,BOLD:AAM6055.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4636,3,BOLD:AAM6055
OTU1400,US,0.0000,BOLD:ABX8764.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4636,33,BOLD:ABX8764
OTU1417,US,1.0000,BOLD:ACO9492.3,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4636,17,BOLD:ACO9492
OTU1424,US,1.0000,BOLD:AAM7280.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4636,3,BOLD:AAM7280
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4636,3,None
OTU1602,US,0.0000,BOLD:ACF3682.1,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,pomp.4636,4,BOLD:ACF3682
OTU1604,US,1.0000,BOLD:ACK1831.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4636,4,BOLD:ACK1831
OTU1637,US,0.9881,BOLD:AAD1798.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4636,10,BOLD:AAD1798
OTU1717,US,0.2833,BOLD:AAM7285.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4636,8,BOLD:AAM7285
OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4636,1,None
OTU1840,US,0.9881,BOLD:ACJ0661.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4636,2,BOLD:ACJ0661
OTU1857,US,0.3081,BOLD:ACM9331.2,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4636,2,BOLD:ACM9331
OTU2115,US,1.0000,None,Animalia,Arthropoda,Maxillopoda,Cyclopoida,NA,NA,NA,pomp.4636,2,None
OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4636,2,None
OTU26,GS,99.4,BOLD:AAI9434.1,Animalia,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,Cylindroiulus punctatus,pomp.4637,1070,BOLD:AAI9434
OTU76,US,1.0000,None,Animalia,Arthropoda,Hexanauplia,Harpacticoida,NA,NA,NA,pomp.4637,45,None
OTU97,GS,99.4,BOLD:AAP8544.1,Animalia,Arthropoda,Insecta,Diptera,Rhagionidae,NA,NA,pomp.4637,2764,BOLD:AAP8544
OTU113,GS,100.0,BOLD:AAA6611.3,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Orchesella,Orchesella cincta,pomp.4637,84,BOLD:AAA6611
OTU128,GS,100.0,BOLD:AAA4456.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Speranza,Speranza pustularia,pomp.4637,90,BOLD:AAA4456
OTU132,GS,100.0,BOLD:AAB4363.2,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epimecis,Epimecis hortaria,pomp.4637,17,BOLD:AAB4363
OTU166,GS,99.4,BOLD:ABA5305.2,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Stonemyia,Stonemyia rasa,pomp.4637,232,BOLD:ABA5305
OTU180,US,0.9976,BOLD:AAZ2945.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4637,48,BOLD:AAZ2945
OTU181,US,0.9881,BOLD:ABA4438.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4637,16,BOLD:ABA4438
OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4637,34,None
OTU268,US,0.0000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4637,120,None
OTU301,US,0.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4637,69,None
OTU322,US,0.0000,BOLD:ABV3197.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4637,9,BOLD:ABV3197
OTU359,US,1.0000,None,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4637,17,None
OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4637,3,None
OTU371,US,0.3081,BOLD:AAF7162.1,Animalia,Arthropoda,Branchiopoda,Diplostraca,NA,NA,NA,pomp.4637,18,BOLD:AAF7162
OTU373,US,0.0000,BOLD:ACL4766.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4637,49,BOLD:ACL4766
OTU401,US,1.0000,BOLD:ACR5185.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4637,155,BOLD:ACR5185
OTU421,GS,100.0,BOLD:AAG5070.1,Animalia,Arthropoda,Diplopoda,Polydesmida,Paradoxosomatidae,Oxidus,Oxidus gracilis,pomp.4637,5,BOLD:AAG5070
OTU423,US,0.0000,BOLD:ACT9373.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4637,23,BOLD:ACT9373
OTU473,US,0.2061,BOLD:AAZ9975.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4637,46,BOLD:AAZ9975
OTU564,US,0.0000,BOLD:AAU8588.1,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4637,20,BOLD:AAU8588
OTU578,GS,98.9,BOLD:AAH2952.2,Animalia,Arthropoda,Insecta,Diptera,Rhagionidae,Chrysopilus,NA,pomp.4637,33,BOLD:AAH2952
OTU623,GS,99.4,BOLD:AAH2376.2,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Ampedus,Ampedus nigricollis,pomp.4637,38,BOLD:AAH2376
OTU691,GS,99.4,BOLD:AAF1373.1,Animalia,Arthropoda,Diplopoda,Polydesmida,Polydesmidae,Polydesmus,Polydesmus angustus,pomp.4637,48,BOLD:AAF1373
OTU714,US,0.0000,BOLD:ABW7966.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4637,7,BOLD:ABW7966
OTU719,US,0.2833,BOLD:ACB3721.2,Animalia,Arthropoda,Insecta,Ephemeroptera,NA,NA,NA,pomp.4637,11,BOLD:ACB3721
OTU725,US,0.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4637,7,None
OTU729,GS,100.0,BOLD:AAA2953.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epinotia,Epinotia solicitana,pomp.4637,8,BOLD:AAA2953
OTU737,US,1.0000,BOLD:AAH0455.3,Animalia,Arthropoda,Insecta,Ephemeroptera,NA,NA,NA,pomp.4637,1,BOLD:AAH0455
OTU746,US,0.2887,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4637,49,None
OTU806,US,0.9881,BOLD:ACM7418.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4637,26,BOLD:ACM7418
OTU814,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4637,21,None
OTU897,US,0.0000,BOLD:ACR1032.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4637,28,BOLD:ACR1032
OTU987,US,1.0000,None,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4637,8,None
OTU1020,US,0.2887,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4637,4,None
OTU1057,US,1.0000,BOLD:AAL5775.1,Animalia,Arthropoda,Arachnida,Solifugae,NA,NA,NA,pomp.4637,4,BOLD:AAL5775
OTU1425,US,0.0000,BOLD:AAD5716.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4637,18,BOLD:AAD5716
OTU1441,US,0.2833,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4637,1,None
OTU1443,US,0.1136,BOLD:ACL6280.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4637,6,BOLD:ACL6280
OTU1532,US,0.0000,BOLD:ACA6588.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4637,12,BOLD:ACA6588
OTU1605,GS,100.0,BOLD:ACG2990.2,Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Pristiphora,Pristiphora chlorea,pomp.4637,10,BOLD:ACG2990
OTU1747,US,0.0002,BOLD:ACX3901.1,Animalia,Arthropoda,Insecta,Orthoptera,NA,NA,NA,pomp.4637,1,BOLD:ACX3901
OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4637,1,None
OTU1773,GS,97.8,BOLD:AAI5631.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4637,8,BOLD:AAI5631
OTU1825,US,1.0000,None,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4637,3,None
OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4637,1,None
OTU2023,GS,100.0,BOLD:ACI9912.1,Animalia,Arthropoda,Arachnida,Trombidiformes,Eupodidae,NA,NA,pomp.4637,2,BOLD:ACI9912
OTU2041,US,0.3056,BOLD:AAC6161.1,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4637,3,BOLD:AAC6161
OTU2114,US,1.0000,BOLD:AAV3468.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4637,2,BOLD:AAV3468
OTU37,GS,100.0,BOLD:AAB0001.1,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Deidamia,Deidamia inscriptum,pomp.4638,4886,BOLD:AAB0001
OTU48,GS,100.0,BOLD:AAI1634.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Microlophium,Microlophium carnosum,pomp.4638,6318,BOLD:AAI1634
OTU306,GS,100.0,BOLD:ABX6422.1,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygonia,Polygonia comma,pomp.4638,9,BOLD:ABX6422
OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4638,2,None
OTU391,GS,100.0,BOLD:AAB5696.5,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes canadensis,pomp.4638,140,BOLD:AAB5696
OTU595,GS,100.0,BOLD:AAB8714.1,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Leucauge,Leucauge venusta,pomp.4638,6,BOLD:AAB8714
OTU729,GS,100.0,BOLD:AAA2953.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epinotia,Epinotia solicitana,pomp.4638,1,BOLD:AAA2953
OTU1390,SS,0.1800,BOLD:AAC5603.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4638,2,BOLD:AAC5603
OTU1831,US,0.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4638,1,None
OTU2043,US,1.0000,BOLD:AAO3984.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4638,3,BOLD:AAO3984
OTU97,GS,99.4,BOLD:AAP8544.1,Animalia,Arthropoda,Insecta,Diptera,Rhagionidae,NA,NA,pomp.4639,208,BOLD:AAP8544
OTU128,GS,100.0,BOLD:AAA4456.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Speranza,Speranza pustularia,pomp.4639,414,BOLD:AAA4456
OTU132,GS,100.0,BOLD:AAB4363.2,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epimecis,Epimecis hortaria,pomp.4639,295,BOLD:AAB4363
OTU166,GS,99.4,BOLD:ABA5305.2,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Stonemyia,Stonemyia rasa,pomp.4639,229,BOLD:ABA5305
OTU177,US,1.0000,BOLD:AAK4381.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4639,57,BOLD:AAK4381
OTU191,GS,100.0,BOLD:AAB1349.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena humuli,pomp.4639,457,BOLD:AAB1349
OTU197,US,0.2833,BOLD:ACU4187.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4639,34,BOLD:ACU4187
OTU211,GS,99.4,BOLD:AAI9247.2,Animalia,Arthropoda,Insecta,Diptera,Pipunculidae,Elmohardyia,Elmohardyia atlantica,pomp.4639,748,BOLD:AAI9247
OTU279,GS,99.4,BOLD:AAB6013.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Phaecasiophora,Phaecasiophora confixana,pomp.4639,25,BOLD:AAB6013
OTU306,GS,100.0,BOLD:ABX6422.1,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygonia,Polygonia comma,pomp.4639,296,BOLD:ABX6422
OTU313,GS,100.0,BOLD:AAG7732.2,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,NA,NA,pomp.4639,32,BOLD:AAG7732
OTU332,US,1.0000,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4639,56,None
OTU477,GS,100.0,BOLD:AAN5451.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,pomp.4639,63,BOLD:AAN5451
OTU507,US,1.0000,BOLD:ACJ3708.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4639,2,BOLD:ACJ3708
OTU591,GS,100.0,BOLD:AAB1350.2,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena humuli,pomp.4639,101,BOLD:AAB1350
OTU719,US,0.2833,BOLD:ACB3721.2,Animalia,Arthropoda,Insecta,Ephemeroptera,NA,NA,NA,pomp.4639,1,BOLD:ACB3721
OTU725,US,0.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4639,2,None
OTU784,GS,100.0,BOLD:AAG2017.3,Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysopa,Chrysopa oculata,pomp.4639,27,BOLD:AAG2017
OTU879,US,0.0000,BOLD:AAV6146.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4639,25,BOLD:AAV6146
OTU947,SS,0.7300,BOLD:ABW9177.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4639,6,BOLD:ABW9177
OTU979,US,0.0000,BOLD:ACT8175.1,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4639,5,BOLD:ACT8175
OTU981,US,0.9925,BOLD:ABW5474.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4639,2,BOLD:ABW5474
OTU987,US,1.0000,None,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4639,2,None
OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4639,2,None
OTU1057,US,1.0000,BOLD:AAL5775.1,Animalia,Arthropoda,Arachnida,Solifugae,NA,NA,NA,pomp.4639,1,BOLD:AAL5775
OTU1067,SS,0.6600,BOLD:AAG3920.5,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4639,7,BOLD:AAG3920
OTU1151,US,1.0000,BOLD:ACA1731.1,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4639,19,BOLD:ACA1731
OTU1155,US,0.9881,BOLD:AAP9854.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4639,9,BOLD:AAP9854
OTU1244,US,1.0000,BOLD:ACS9969.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4639,25,BOLD:ACS9969
OTU1275,US,0.2887,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4639,8,None
OTU1285,US,0.1429,BOLD:ACW1695.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4639,16,BOLD:ACW1695
OTU1533,US,0.3081,BOLD:ACK8904.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4639,12,BOLD:ACK8904
OTU1587,US,0.8000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4639,1,None
OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4639,1,None
OTU1964,US,0.2833,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4639,2,None
OTU1968,GS,97.8,BOLD:AAH2004.2,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,NA,NA,pomp.4639,1,BOLD:AAH2004
OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4639,1,None
OTU765,GS,99.4,BOLD:AAC8095.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Telphusa,Telphusa latifasciella,pomp.4641,248,BOLD:AAC8095
OTU780,US,0.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4641,8,None
OTU1481,GS,100.0,BOLD:AAV7643.1,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Bassus,Bassus annulipes,pomp.4641,6,BOLD:AAV7643
OTU1968,GS,97.8,BOLD:AAH2004.2,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,NA,NA,pomp.4641,4,BOLD:AAH2004
OTU72,GS,100.0,BOLD:ACG7175.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Chionodes,Chionodes bicostomaculella,pomp.4642,3864,BOLD:ACG7175
OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4642,6,None
OTU298,US,0.0000,BOLD:ACN5436.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4642,35,BOLD:ACN5436
OTU335,GS,99.4,BOLD:ABX9225.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia,NA,pomp.4642,33,BOLD:ABX9225
OTU401,US,1.0000,BOLD:ACR5185.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4642,37,BOLD:ACR5185
OTU477,GS,100.0,BOLD:AAN5451.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,pomp.4642,26,BOLD:AAN5451
OTU549,GS,100.0,BOLD:AAA9101.2,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Moodna,Moodna ostrinella,pomp.4642,52,BOLD:AAA9101
OTU624,US,0.9844,BOLD:ACD3564.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4642,7,BOLD:ACD3564
OTU754,US,0.1429,BOLD:ACB2438.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4642,3,BOLD:ACB2438
OTU1119,GS,99.4,BOLD:AAE3210.1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culiseta,Culiseta morsitans,pomp.4642,31,BOLD:AAE3210
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4643,1,None
OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4643,1,None
OTU20,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,pomp.4644,215,BOLD:AAA2052
OTU131,GS,100.0,BOLD:AAB2216.1,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Neolygus,Neolygus quercalbae,pomp.4644,30,BOLD:AAB2216
OTU163,GS,100.0,BOLD:AAB7426.1,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Sciota,Sciota virgatella,pomp.4644,31,BOLD:AAB7426
OTU259,GS,99.4,BOLD:AAG7673.1,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Dusona,Dusona vitticollis,pomp.4644,420,BOLD:AAG7673
OTU280,GS,100.0,BOLD:AAD8837.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Filatima,Filatima nr pseudacaciella,pomp.4644,165,BOLD:AAD8837
OTU304,GS,100.0,BOLD:AAA7551.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Dichomeris,Dichomeris georgiella,pomp.4644,12,BOLD:AAA7551
OTU324,GS,100.0,BOLD:AAD7495.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cleora,Cleora projecta,pomp.4644,166,BOLD:AAD7495
OTU508,GS,100.0,BOLD:AAA9655.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Heliomata,Heliomata cycladata,pomp.4644,18,BOLD:AAA9655
OTU672,GS,100.0,BOLD:AAA2077.2,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Protoboarmia,Protoboarmia porcelaria,pomp.4644,18,BOLD:AAA2077
OTU733,GS,100.0,BOLD:ACL2926.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,pomp.4644,4,BOLD:ACL2926
OTU808,US,0.0000,BOLD:ADB0434.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4644,24,BOLD:ADB0434
OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4644,1,None
OTU1171,SS,0.7600,BOLD:ABA1531.2,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4644,1,BOLD:ABA1531
OTU1328,US,0.9936,BOLD:ACH0583.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4644,5,BOLD:ACH0583
OTU19,GS,100.0,BOLD:AAM7855.1,Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,Frankliniella,Frankliniella tritici,pomp.4645,24815,BOLD:AAM7855
OTU44,GS,100.0,BOLD:AAF9042.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula concava,pomp.4645,7797,BOLD:AAF9042
OTU62,GS,98.9,BOLD:AAV3042.2,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Theridion,Theridion albidum,pomp.4645,246,BOLD:AAV3042
OTU197,US,0.2833,BOLD:ACU4187.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4645,47,BOLD:ACU4187
OTU298,US,0.0000,BOLD:ACN5436.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4645,155,BOLD:ACN5436
OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4645,2,None
OTU553,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4645,8,None
OTU946,GS,100.0,BOLD:ABZ1624.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Machimia,Machimia tentoriferella,pomp.4645,38,BOLD:ABZ1624
OTU1152,GS,100.0,BOLD:AAH2380.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Cardiophorus,Cardiophorus convexus,pomp.4645,26,BOLD:AAH2380
OTU1587,US,0.8000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4645,2,None
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4645,1,None
OTU1843,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4645,4,None
OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4645,1,None
OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4645,3,None
OTU35,GS,100.0,BOLD:AAG2724.3,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Zelus,Zelus luridus,pomp.4646,5253,BOLD:AAG2724
OTU49,GS,100.0,BOLD:AAA7035.3,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips,Archips argyrospila,pomp.4646,1384,BOLD:AAA7035
OTU72,GS,100.0,BOLD:ACG7175.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Chionodes,Chionodes bicostomaculella,pomp.4646,216,BOLD:ACG7175
