,OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,SampleID,CountReads,BOLDalt
34103,OTU301,US,0.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4631,78,None
34107,OTU307_suspect_mock_chimera,GS,98.9,BOLD:AAH3225.3,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Metylophorus,Metylophorus novaescotiae,pomp.4631,86,BOLD:AAH3225
34111,OTU314,US,1.0000,None,Animalia,Chordata,Actinopterygii,Kurtiformes,NA,NA,NA,pomp.4631,50,None
34127,OTU339,US,0.2061,BOLD:ACR2521.1,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4631,13,BOLD:ACR2521
34135,OTU359,US,1.0000,None,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4631,66,None
34138,OTU362,US,1.0000,None,Animalia,Chordata,Amphibia,Anura,NA,NA,NA,pomp.4631,80,None
34141,OTU365,US,0.3056,None,Animalia,Chordata,Actinopterygii,Tetraodontiformes,NA,NA,NA,pomp.4631,73,None
34143,OTU367_suspect_mock_chimera,GS,100.0,BOLD:AAA3067.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucopina,Eucopina cocana,pomp.4631,79,BOLD:AAA3067
34174,OTU423,US,0.0000,BOLD:ACT9373.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4631,36,BOLD:ACT9373
34191,OTU455_suspect_mock_chimera,GS,100.0,BOLD:AAA3450.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche bronta,pomp.4631,41,BOLD:AAA3450
34220,OTU507,US,1.0000,BOLD:ACJ3708.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4631,20,BOLD:ACJ3708
34234,OTU531,US,0.3056,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4631,64,None
34239,OTU538_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,pomp.4631,54,BOLD:ACA9904
34245,OTU550,US,1.0000,BOLD:ACC9691.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4631,22,BOLD:ACC9691
34249,OTU555,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4631,37,None
34252,OTU563_suspect_mock_chimera,GS,100.0,BOLD:AAC9882.4,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Leucrocuta,Leucrocuta aphrodite,pomp.4631,80,BOLD:AAC9882
34284,OTU626_suspect_mock_chimera,GS,100.0,BOLD:AAA8523.1,Animalia,Arthropoda,Insecta,Lepidoptera,Sesiidae,Synanthedon,Synanthedon acerni,pomp.4631,50,BOLD:AAA8523
34306,OTU665_suspect_mock_chimera,GS,100.0,BOLD:ABA6948.3,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Eoparargyractis,Eoparargyractis plevie,pomp.4631,83,BOLD:ABA6948
34313,OTU676_suspect_mock_chimera,GS,99.4,BOLD:ADD4326.1,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,NA,NA,pomp.4631,38,BOLD:ADD4326
34325,OTU698,US,0.0000,None,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4631,63,None
34327,OTU707,US,1.0000,None,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4631,2,None
34334,OTU722_suspect_mock_chimera,US,0.9844,BOLD:ACP5902.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4631,17,BOLD:ACP5902
34337,OTU729_suspect_mock_chimera,GS,100.0,BOLD:AAA2953.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epinotia,Epinotia solicitana,pomp.4631,41,BOLD:AAA2953
34344,OTU741,US,0.3913,None,Animalia,Chordata,Actinopterygii,Stomiiformes,NA,NA,NA,pomp.4631,46,None
34352,OTU757,US,0.9967,BOLD:ABW8929.1,Animalia,Arthropoda,Maxillopoda,Cyclopoida,NA,NA,NA,pomp.4631,62,BOLD:ABW8929
34357,OTU772_suspect_mock_chimera,GS,100.0,BOLD:AAA8620.3,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Euclea,Euclea delphinii,pomp.4631,38,BOLD:AAA8620
34358,OTU773_suspect_mock_chimera,GS,100.0,BOLD:AAC3477.1,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis,pomp.4631,4,BOLD:AAC3477
34386,OTU821,US,0.0000,BOLD:ACK0278.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4631,14,BOLD:ACK0278
34387,OTU822,US,0.3913,BOLD:ACK9858.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4631,40,BOLD:ACK9858
34394,OTU837_suspect_mock_chimera,GS,100.0,BOLD:AAH0102.1,Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,Epuraea,Epuraea corticina,pomp.4631,33,BOLD:AAH0102
34444,OTU979,US,0.0000,BOLD:ACT8175.1,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4631,18,BOLD:ACT8175
34458,OTU1000,US,1.0000,None,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4631,37,None
34480,OTU1062,US,0.0000,BOLD:ABX2513.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4631,22,BOLD:ABX2513
34492,OTU1114,US,0.9936,BOLD:ACA4844.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4631,26,BOLD:ACA4844
34504,OTU1142,US,1.0000,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4631,1,None
34510,OTU1155,US,0.9881,BOLD:AAP9854.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4631,4,BOLD:AAP9854
34513,OTU1169,US,0.3056,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4631,5,None
34520,OTU1187,US,0.2833,BOLD:ACK8370.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4631,19,BOLD:ACK8370
34529,OTU1214,US,1.0000,BOLD:ABY0327.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4631,1,BOLD:ABY0327
34538,OTU1255_suspect_mock_chimera,GS,100.0,BOLD:AAE7397.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Depressaria,Depressaria depressana,pomp.4631,2,BOLD:AAE7397
34558,OTU1332,US,1.0000,BOLD:ACJ6095.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4631,11,BOLD:ACJ6095
34564,OTU1354,US,1.0000,BOLD:AAO4800.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4631,19,BOLD:AAO4800
34590,OTU1441,US,0.2833,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4631,15,None
34605,OTU1527,US,0.3913,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4631,4,None
34646,OTU1787,US,0.3056,None,Animalia,Chordata,Amphibia,Anura,NA,NA,NA,pomp.4631,8,None
34648,OTU1794,US,0.2833,BOLD:AAF0714.2,Animalia,Arthropoda,Branchiopoda,Diplostraca,NA,NA,NA,pomp.4631,2,BOLD:AAF0714
34654,OTU1834,US,0.3913,None,Animalia,Chordata,Actinopterygii,Kurtiformes,NA,NA,NA,pomp.4631,6,None
34667,OTU1932,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4631,1,None
34682,OTU2041,US,0.3056,BOLD:AAC6161.1,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4631,3,BOLD:AAC6161
34691,OTU2114,US,1.0000,BOLD:AAV3468.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4631,2,BOLD:AAV3468
34696,MockIM3_pident=100.0_OTU52,GS,100.0,BOLD:AAA7067.58,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,pomp.4632,355,BOLD:AAA7067
34697,MockIM4_pident=100.0_OTU61,GSL,100.0,BOLD:AAA3364.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,NA,pomp.4632,63,BOLD:AAA3364
34698,MockIM5_pident=100.0_OTU56,GS,100.0,BOLD:AAA8810.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis helianthi,pomp.4632,368,BOLD:AAA8810
34699,MockIM7_pident=100.0_OTU93,GS,99.4,BOLD:ADG5234.4,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Ceraclea,Ceraclea maculata,pomp.4632,137,BOLD:ADG5234
34700,MockIM10_pident=100.0_OTU21,GS,100.0,BOLD:AAA1517.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Choristoneura,Choristoneura rosaceana,pomp.4632,311,BOLD:AAA1517
34702,MockIM16_pident=100.0_OTU58,GS,100.0,BOLD:AAA0399.6,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila obliteralis,pomp.4632,540,BOLD:AAA0399
34703,MockIM20_pident=100.0_OTU43,GS,100.0,BOLD:AAB3533.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Haematopis,Haematopis grataria,pomp.4632,214,BOLD:AAB3533
34704,MockIM23_pident=98.3_OTU25,No Hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,pomp.4632,615,NA
34705,MockIM27_pident=100.0_OTU67,GS,98.9,BOLD:AAL8071.1,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,Cercyon praetextatus,pomp.4632,324,BOLD:AAL8071
34707,MockIM29_pident=100.0_OTU66,GS,100.0,BOLD:AAA4222.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena scabra,pomp.4632,62,BOLD:AAA4222
34708,MockIM32_pident=100.0_OTU38,GS,99.4,BOLD:AAK9206.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Leucrocuta,Leucrocuta maculipennis,pomp.4632,585,BOLD:AAK9206
34709,MockIM33_pident=100.0_OTU107,GS,98.9,BOLD:AAH7221.2,Animalia,Arthropoda,Insecta,Neuroptera,Mantispidae,Dicromantispa,Dicromantispa sayi,pomp.4632,67,BOLD:AAH7221
34710,MockIM39_pident=100.0_OTU82,GS,100.0,BOLD:ACF6671.1,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Paria,Paria fragariae,pomp.4632,144,BOLD:ACF6671
34711,MockIM42_pident=100.0_OTU50,GS,98.3,BOLD:AAI4346.3,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Phalangium,Phalangium opilio,pomp.4632,178,BOLD:AAI4346
34712,MockIM44_pident=100.0_OTU95,GS,100.0,BOLD:AAG3920.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,NA,pomp.4632,178,BOLD:AAG3920
34713,MockIM46_pident=100.0_OTU64,GS,100.0,BOLD:AAH6828.3,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Euphoria,Euphoria fulgida,pomp.4632,311,BOLD:AAH6828
34715,MockIM52_pident=100.0_OTU84,GS,99.4,BOLD:ABW5589.1,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,NA,NA,pomp.4632,300,BOLD:ABW5589
34716,MockIM53_pident=100.0_OTU74,GS,100.0,BOLD:AAA4507.1,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea rubigalis,pomp.4632,200,BOLD:AAA4507
34717,OTU1_suspect_mock_chimera,GS,100.0,BOLD:AAB9410.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,Acleris semipurpurana,pomp.4632,9357,BOLD:AAB9410
34732,OTU31_suspect_mock_chimera,GS,100.0,BOLD:AAB7926.5,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cenopis,Cenopis directana,pomp.4632,465,BOLD:AAB7926
34746,OTU59,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4632,44,BOLD:ACF7919
34755,OTU78_suspect_mock_chimera,GS,100.0,BOLD:AAJ9298.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Melanolophia,Melanolophia signataria,pomp.4632,814,BOLD:AAJ9298
34774,OTU129_suspect_mock_chimera,GS,99.4,BOLD:AAB7261.2,Animalia,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Eurylophella,Eurylophella poconoensis,pomp.4632,46,BOLD:AAB7261
34776,OTU131_suspect_mock_chimera,GS,100.0,BOLD:AAB2216.1,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Neolygus,Neolygus quercalbae,pomp.4632,167,BOLD:AAB2216
34780,OTU138,GS,99.4,BOLD:AAG2878.5,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,pomp.4632,89,BOLD:AAG2878
34783,OTU144,GS,100.0,BOLD:AAI2836.1,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus keyserlingi,pomp.4632,37,BOLD:AAI2836
34801,OTU173,GS,100.0,BOLD:AAN6304.4,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,Araneus guttulatus,pomp.4632,71,BOLD:AAN6304
34813,OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4632,25,None
34839,OTU231_suspect_mock_chimera,GS,100.0,BOLD:AAG0314.2,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Psectrotanypus,NA,pomp.4632,522,BOLD:AAG0314
34848,OTU253,GS,100.0,BOLD:AAG2878.11,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,pomp.4632,30,BOLD:AAG2878
34852,OTU257_suspect_mock_chimera,GS,100.0,BOLD:AAB7030.14,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,pomp.4632,201,BOLD:AAB7030
34908,OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4632,1,None
34963,OTU456_suspect_mock_chimera,GS,97.1,BOLD:AAN0893.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Grammodes,Grammodes bifasciata,pomp.4632,5,BOLD:AAN0893
34994,OTU510_suspect_mock_chimera,GS,100.0,BOLD:AAE7137.3,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Glauce,Glauce pectenalaeella,pomp.4632,53,BOLD:AAE7137
35051,OTU622_suspect_mock_chimera,GS,99.4,BOLD:AAG5647.1,Animalia,Arthropoda,Insecta,Diptera,Rhagionidae,Symphoromyia,Symphoromyia fulvipes,pomp.4632,135,BOLD:AAG5647
35053,OTU624_suspect_mock_chimera,US,0.9844,BOLD:ACD3564.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4632,37,BOLD:ACD3564
35145,OTU798_suspect_mock_variant,No Hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,pomp.4632,31,NA
35252,OTU1063,GS,100.0,BOLD:ACF2629.1,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Neolygus,Neolygus inconspicuus,pomp.4632,40,BOLD:ACF2629
35362,OTU1442,US,0.9936,BOLD:AAD1162.2,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4632,6,BOLD:AAD1162
35440,OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4632,1,None
35464,OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4632,1,None
35467,MockIM3_pident=100.0_OTU52,GS,100.0,BOLD:AAA7067.58,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,pomp.4633,53,BOLD:AAA7067
35469,MockIM5_pident=100.0_OTU56,GS,100.0,BOLD:AAA8810.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis helianthi,pomp.4633,232,BOLD:AAA8810
35470,MockIM7_pident=100.0_OTU93,GS,99.4,BOLD:ADG5234.4,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Ceraclea,Ceraclea maculata,pomp.4633,36,BOLD:ADG5234
35472,MockIM15_pident=99.4_OTU104,GS,100.0,BOLD:AAD1808.1,Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,Lepidophora,Lepidophora lutea,pomp.4633,173,BOLD:AAD1808
35473,MockIM16_pident=100.0_OTU58,GS,100.0,BOLD:AAA0399.6,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila obliteralis,pomp.4633,30,BOLD:AAA0399
35476,MockIM27_pident=100.0_OTU67,GS,98.9,BOLD:AAL8071.1,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,Cercyon praetextatus,pomp.4633,150,BOLD:AAL8071
35477,MockIM28_pident=100.0_OTU47,GS,100.0,BOLD:AAA2435.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hyphantria,Hyphantria cunea,pomp.4633,243,BOLD:AAA2435
35478,MockIM29_pident=100.0_OTU66,GS,100.0,BOLD:AAA4222.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena scabra,pomp.4633,191,BOLD:AAA4222
35479,MockIM32_pident=100.0_OTU38,GS,99.4,BOLD:AAK9206.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Leucrocuta,Leucrocuta maculipennis,pomp.4633,125,BOLD:AAK9206
35480,MockIM33_pident=100.0_OTU107,GS,98.9,BOLD:AAH7221.2,Animalia,Arthropoda,Insecta,Neuroptera,Mantispidae,Dicromantispa,Dicromantispa sayi,pomp.4633,86,BOLD:AAH7221
35481,MockIM39_pident=100.0_OTU82,GS,100.0,BOLD:ACF6671.1,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Paria,Paria fragariae,pomp.4633,40,BOLD:ACF6671
35482,MockIM42_pident=100.0_OTU50,GS,98.3,BOLD:AAI4346.3,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Phalangium,Phalangium opilio,pomp.4633,475,BOLD:AAI4346
35484,MockIM46_pident=100.0_OTU64,GS,100.0,BOLD:AAH6828.3,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Euphoria,Euphoria fulgida,pomp.4633,21,BOLD:AAH6828
35485,MockIM47_pident=99.4_OTU86,GS,99.4,BOLD:AAG2717.1,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Scudderia,Scudderia curvicauda,pomp.4633,137,BOLD:AAG2717
35486,MockIM52_pident=100.0_OTU84,GS,99.4,BOLD:ABW5589.1,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,NA,NA,pomp.4633,103,BOLD:ABW5589
35487,MockIM53_pident=100.0_OTU74,GS,100.0,BOLD:AAA4507.1,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea rubigalis,pomp.4633,125,BOLD:AAA4507
35511,OTU48_suspect_mock_chimera,GS,100.0,BOLD:AAI1634.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Microlophium,Microlophium carnosum,pomp.4633,641,BOLD:AAI1634
35519,OTU62,GS,98.9,BOLD:AAV3042.2,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Theridion,Theridion albidum,pomp.4633,4581,BOLD:AAV3042
35546,OTU130_suspect_mock_chimera,GS,100.0,BOLD:AAH3593.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes pectinicornis,pomp.4633,43,BOLD:AAH3593
35580,OTU188_suspect_mock_variant,GS,100.0,BOLD:AAA2955.3,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Argyrotaenia,Argyrotaenia ljungiana,pomp.4633,52,BOLD:AAA2955
35582,OTU191_suspect_mock_chimera,GS,100.0,BOLD:AAB1349.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena humuli,pomp.4633,309,BOLD:AAB1349
35584,OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4633,56,None
35585,OTU194_suspect_mock_chimera,GS,99.4,BOLD:AAC3145.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium terminatum,pomp.4633,74,BOLD:AAC3145
35623,OTU257_suspect_mock_chimera,GS,100.0,BOLD:AAB7030.14,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,pomp.4633,21,BOLD:AAB7030
35671,OTU343_suspect_mock_chimera,SS,0.1400,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4633,16,BOLD:AAO4373
35696,OTU388_suspect_mock_chimera,GS,100.0,BOLD:AAF3101.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Cinara,Cinara watsoni,pomp.4633,68,BOLD:AAF3101
35756,OTU495_suspect_mock_chimera,GS,100.0,BOLD:AAC1312.1,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Toxomerus,Toxomerus geminatus,pomp.4633,9,BOLD:AAC1312
35897,OTU766,US,0.2833,BOLD:ACZ5284.8,Animalia,Arthropoda,Diplopoda,Julida,NA,NA,NA,pomp.4633,1,BOLD:ACZ5284
35916,OTU798_suspect_mock_variant,No Hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,pomp.4633,9,NA
35936,OTU837_suspect_mock_chimera,GS,100.0,BOLD:AAH0102.1,Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,Epuraea,Epuraea corticina,pomp.4633,19,BOLD:AAH0102
35941,OTU856_suspect_mock_chimera,GS,100.0,BOLD:AAV0892.2,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Isomira,Isomira sericea,pomp.4633,45,BOLD:AAV0892
36050,OTU1153,US,0.0000,BOLD:ACP6066.1,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,NA,NA,pomp.4633,23,BOLD:ACP6066
36173,OTU1697,US,0.2974,None,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,pomp.4633,1,None
36240,MockIM5_pident=100.0_OTU56,GS,100.0,BOLD:AAA8810.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis helianthi,pomp.4634,75,BOLD:AAA8810
36241,MockIM7_pident=100.0_OTU93,GS,99.4,BOLD:ADG5234.4,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Ceraclea,Ceraclea maculata,pomp.4634,98,BOLD:ADG5234
36243,MockIM15_pident=99.4_OTU104,GS,100.0,BOLD:AAD1808.1,Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,Lepidophora,Lepidophora lutea,pomp.4634,43,BOLD:AAD1808
36244,MockIM16_pident=100.0_OTU58,GS,100.0,BOLD:AAA0399.6,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila obliteralis,pomp.4634,198,BOLD:AAA0399
36245,MockIM20_pident=100.0_OTU43,GS,100.0,BOLD:AAB3533.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Haematopis,Haematopis grataria,pomp.4634,160,BOLD:AAB3533
36247,MockIM27_pident=100.0_OTU67,GS,98.9,BOLD:AAL8071.1,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,Cercyon praetextatus,pomp.4634,104,BOLD:AAL8071
36248,MockIM28_pident=100.0_OTU47,GS,100.0,BOLD:AAA2435.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hyphantria,Hyphantria cunea,pomp.4634,107,BOLD:AAA2435
36250,MockIM32_pident=100.0_OTU38,GS,99.4,BOLD:AAK9206.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Leucrocuta,Leucrocuta maculipennis,pomp.4634,83,BOLD:AAK9206
36251,MockIM33_pident=100.0_OTU107,GS,98.9,BOLD:AAH7221.2,Animalia,Arthropoda,Insecta,Neuroptera,Mantispidae,Dicromantispa,Dicromantispa sayi,pomp.4634,18,BOLD:AAH7221
36253,MockIM42_pident=100.0_OTU50,GS,98.3,BOLD:AAI4346.3,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Phalangium,Phalangium opilio,pomp.4634,158,BOLD:AAI4346
36255,MockIM46_pident=100.0_OTU64,GS,100.0,BOLD:AAH6828.3,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Euphoria,Euphoria fulgida,pomp.4634,29,BOLD:AAH6828
36256,MockIM47_pident=99.4_OTU86,GS,99.4,BOLD:AAG2717.1,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Scudderia,Scudderia curvicauda,pomp.4634,228,BOLD:AAG2717
36258,MockIM53_pident=100.0_OTU74,GS,100.0,BOLD:AAA4507.1,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea rubigalis,pomp.4634,94,BOLD:AAA4507
36271,OTU26_suspect_mock_chimera,GS,99.4,BOLD:AAI9434.1,Animalia,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,Cylindroiulus punctatus,pomp.4634,667,BOLD:AAI9434
36287,OTU57,US,0.2259,BOLD:ABX4336.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4634,1549,BOLD:ABX4336
36307,OTU112,US,0.0000,BOLD:AAE9808.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4634,297,BOLD:AAE9808
36309,OTU114,US,0.3056,None,Animalia,Chordata,Actinopterygii,Scorpaeniformes,NA,NA,NA,pomp.4634,53,None
36317,OTU130_suspect_mock_chimera,GS,100.0,BOLD:AAH3593.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes pectinicornis,pomp.4634,46,BOLD:AAH3593
36326,OTU146_suspect_mock_chimera,GS,99.4,BOLD:AAF7182.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix thelmae,pomp.4634,39,BOLD:AAF7182
36328,OTU150_suspect_mock_chimera,GS,100.0,BOLD:AAA7920.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenonema,Stenonema femoratum,pomp.4634,44,BOLD:AAA7920
36332,OTU156_suspect_mock_chimera,GS,100.0,BOLD:AAA7515.9,Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis punctata,pomp.4634,22,BOLD:AAA7515
36337,OTU166_suspect_mock_chimera,GS,99.4,BOLD:ABA5305.2,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Stonemyia,Stonemyia rasa,pomp.4634,126,BOLD:ABA5305
36346,OTU177,US,1.0000,BOLD:AAK4381.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4634,329,BOLD:AAK4381
36349,OTU181,US,0.9881,BOLD:ABA4438.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4634,27,BOLD:ABA4438
