OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,SampleID,CountReads
OTU1747_suspect_mock_chimera,US,0.0002,BOLD:ACX3901.1,Animalia,Arthropoda,Insecta,Orthoptera,NA,NA,NA,pomp.4637,1
OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4637,1
OTU1773,GS,97.8,BOLD:AAI5631.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4637,8
OTU1825,US,1.0000,None,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4637,3
OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4637,1
OTU2023_suspect_mock_chimera,GS,100.0,BOLD:ACI9912.1,Animalia,Arthropoda,Arachnida,Trombidiformes,Eupodidae,NA,NA,pomp.4637,2
OTU2041,US,0.3056,BOLD:AAC6161.1,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4637,3
OTU2114,US,1.0000,BOLD:AAV3468.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4637,2
OTU37_suspect_mock_chimera,GS,100.0,BOLD:AAB0001.1,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Deidamia,Deidamia inscriptum,pomp.4638,4886
OTU48_suspect_mock_chimera,GS,100.0,BOLD:AAI1634.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Microlophium,Microlophium carnosum,pomp.4638,6318
OTU194_suspect_mock_chimera,GS,99.4,BOLD:AAC3145.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium terminatum,pomp.4638,66
OTU254_suspect_mock_chimera,GS,100.0,BOLD:AAG0758.3,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,pomp.4638,62
OTU306_suspect_mock_chimera,GS,100.0,BOLD:ABX6422.1,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygonia,Polygonia comma,pomp.4638,9
OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4638,2
OTU391_suspect_mock_chimera,GS,100.0,BOLD:AAB5696.5,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes canadensis,pomp.4638,140
OTU562_suspect_mock_chimera,GS,100.0,BOLD:AAA8153.1,Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Platycentropus,Platycentropus radiatus,pomp.4638,50
OTU595_suspect_mock_chimera,GS,100.0,BOLD:AAB8714.1,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Leucauge,Leucauge venusta,pomp.4638,6
OTU729_suspect_mock_chimera,GS,100.0,BOLD:AAA2953.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epinotia,Epinotia solicitana,pomp.4638,1
OTU844_suspect_mock_chimera,GS,100.0,BOLD:AAK8834.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Metalimnobia,Metalimnobia triocellata,pomp.4638,42
OTU1390_suspect_mock_chimera,SS,0.1800,BOLD:AAC5603.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4638,2
OTU1831,US,0.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4638,1
OTU2043,US,1.0000,BOLD:AAO3984.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4638,3
MockIM3_pident=100.0_OTU52,GS,100.0,BOLD:AAA7067.58,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,pomp.4639,163
MockIM5_pident=100.0_OTU56,GS,100.0,BOLD:AAA8810.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis helianthi,pomp.4639,57
MockIM7_pident=100.0_OTU93,GS,99.4,BOLD:ADG5234.4,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Ceraclea,Ceraclea maculata,pomp.4639,96
MockIM10_pident=100.0_OTU21,GS,100.0,BOLD:AAA1517.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Choristoneura,Choristoneura rosaceana,pomp.4639,1233
MockIM15_pident=99.4_OTU104,GS,100.0,BOLD:AAD1808.1,Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,Lepidophora,Lepidophora lutea,pomp.4639,10
MockIM16_pident=100.0_OTU58,GS,100.0,BOLD:AAA0399.6,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila obliteralis,pomp.4639,123
MockIM28_pident=100.0_OTU47,GS,100.0,BOLD:AAA2435.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hyphantria,Hyphantria cunea,pomp.4639,57
MockIM29_pident=100.0_OTU66,GS,100.0,BOLD:AAA4222.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena scabra,pomp.4639,47
MockIM42_pident=100.0_OTU50,GS,98.3,BOLD:AAI4346.3,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Phalangium,Phalangium opilio,pomp.4639,77
MockIM46_pident=100.0_OTU64,GS,100.0,BOLD:AAH6828.3,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Euphoria,Euphoria fulgida,pomp.4639,95
MockIM52_pident=100.0_OTU84,GS,99.4,BOLD:ABW5589.1,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,NA,NA,pomp.4639,312
OTU97_suspect_mock_chimera,GS,99.4,BOLD:AAP8544.1,Animalia,Arthropoda,Insecta,Diptera,Rhagionidae,NA,NA,pomp.4639,208
OTU128_suspect_mock_chimera,GS,100.0,BOLD:AAA4456.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Speranza,Speranza pustularia,pomp.4639,414
OTU132_suspect_mock_chimera,GS,100.0,BOLD:AAB4363.2,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epimecis,Epimecis hortaria,pomp.4639,295
OTU138,GS,99.4,BOLD:AAG2878.5,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,pomp.4639,184
OTU166_suspect_mock_chimera,GS,99.4,BOLD:ABA5305.2,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Stonemyia,Stonemyia rasa,pomp.4639,229
OTU177,US,1.0000,BOLD:AAK4381.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4639,57
OTU191_suspect_mock_chimera,GS,100.0,BOLD:AAB1349.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena humuli,pomp.4639,457
OTU197,US,0.2833,BOLD:ACU4187.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4639,34
OTU211_suspect_mock_chimera,GS,99.4,BOLD:AAI9247.2,Animalia,Arthropoda,Insecta,Diptera,Pipunculidae,Elmohardyia,Elmohardyia atlantica,pomp.4639,748
OTU253,GS,100.0,BOLD:AAG2878.11,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,pomp.4639,106
OTU254_suspect_mock_chimera,GS,100.0,BOLD:AAG0758.3,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,pomp.4639,23
OTU267,GS,100.0,BOLD:ABY8347.1,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,pomp.4639,60
OTU279_suspect_mock_chimera,GS,99.4,BOLD:AAB6013.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Phaecasiophora,Phaecasiophora confixana,pomp.4639,25
OTU306_suspect_mock_chimera,GS,100.0,BOLD:ABX6422.1,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygonia,Polygonia comma,pomp.4639,296
OTU313_suspect_mock_chimera,GS,100.0,BOLD:AAG7732.2,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,NA,NA,pomp.4639,32
OTU332,US,1.0000,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4639,56
OTU442_suspect_mock_chimera,GS,100.0,BOLD:ACX5108.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4639,48
OTU477,GS,100.0,BOLD:AAN5451.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,pomp.4639,63
OTU507,US,1.0000,BOLD:ACJ3708.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4639,2
OTU591_suspect_mock_chimera,GS,100.0,BOLD:AAB1350.2,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena humuli,pomp.4639,101
OTU597_suspect_mock_chimera,GS,100.0,BOLD:AAD9634.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Diachorisia,Diachorisia velatella,pomp.4639,14
OTU719,US,0.2833,BOLD:ACB3721.2,Animalia,Arthropoda,Insecta,Ephemeroptera,NA,NA,NA,pomp.4639,1
OTU725,US,0.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4639,2
OTU784_suspect_mock_chimera,GS,100.0,BOLD:AAG2017.3,Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysopa,Chrysopa oculata,pomp.4639,27
OTU879,US,0.0000,BOLD:AAV6146.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4639,25
OTU947_suspect_mock_variant,SS,0.7300,BOLD:ABW9177.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4639,6
OTU979,US,0.0000,BOLD:ACT8175.1,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4639,5
OTU981,US,0.9925,BOLD:ABW5474.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4639,2
OTU987,US,1.0000,None,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4639,2
OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4639,2
OTU1057,US,1.0000,BOLD:AAL5775.1,Animalia,Arthropoda,Arachnida,Solifugae,NA,NA,NA,pomp.4639,1
OTU1067_suspect_mock_chimera,SS,0.6600,BOLD:AAG3920.5,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4639,7
OTU1118_suspect_mock_chimera,GS,99.4,BOLD:AAA2634.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euxoa,Euxoa messoria,pomp.4639,29
OTU1151,US,1.0000,BOLD:ACA1731.1,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4639,19
OTU1155,US,0.9881,BOLD:AAP9854.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4639,9
OTU1244,US,1.0000,BOLD:ACS9969.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4639,25
OTU1275,US,0.2887,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4639,8
OTU1285,US,0.1429,BOLD:ACW1695.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4639,16
OTU1330,GS,97.9,BOLD:AAI6614.1,Animalia,Chordata,Aves,Passeriformes,NA,NA,NA,pomp.4639,3
OTU1533,US,0.3081,BOLD:ACK8904.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4639,12
OTU1587,US,0.8000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4639,1
OTU1697,US,0.2974,None,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,pomp.4639,1
OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4639,1
OTU1964,US,0.2833,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4639,2
OTU1968_suspect_mock_chimera,GS,97.8,BOLD:AAH2004.2,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,NA,NA,pomp.4639,1
OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4639,1
OTU838,US,0.9925,BOLD:ABW8929.1,Animalia,Arthropoda,Maxillopoda,Cyclopoida,NA,NA,NA,pomp.4640,14
MockIM7_pident=100.0_OTU93,GS,99.4,BOLD:ADG5234.4,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Ceraclea,Ceraclea maculata,pomp.4641,49
MockIM32_pident=100.0_OTU38,GS,99.4,BOLD:AAK9206.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Leucrocuta,Leucrocuta maculipennis,pomp.4641,256
MockIM46_pident=100.0_OTU64,GS,100.0,BOLD:AAH6828.3,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Euphoria,Euphoria fulgida,pomp.4641,60
OTU471_suspect_mock_chimera,US,0.0000,BOLD:ACD0295.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4641,42
OTU765_suspect_mock_variant,GS,99.4,BOLD:AAC8095.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Telphusa,Telphusa latifasciella,pomp.4641,248
OTU780,US,0.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4641,8
OTU856_suspect_mock_chimera,GS,100.0,BOLD:AAV0892.2,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Isomira,Isomira sericea,pomp.4641,53
OTU1481_suspect_mock_chimera,GS,100.0,BOLD:AAV7643.1,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Bassus,Bassus annulipes,pomp.4641,6
OTU1968_suspect_mock_chimera,GS,97.8,BOLD:AAH2004.2,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,NA,NA,pomp.4641,4
MockIM7_pident=100.0_OTU93,GS,99.4,BOLD:ADG5234.4,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Ceraclea,Ceraclea maculata,pomp.4642,134
MockIM15_pident=99.4_OTU104,GS,100.0,BOLD:AAD1808.1,Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,Lepidophora,Lepidophora lutea,pomp.4642,57
MockIM16_pident=100.0_OTU58,GS,100.0,BOLD:AAA0399.6,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila obliteralis,pomp.4642,94
MockIM20_pident=100.0_OTU43,GS,100.0,BOLD:AAB3533.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Haematopis,Haematopis grataria,pomp.4642,111
MockIM28_pident=100.0_OTU47,GS,100.0,BOLD:AAA2435.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hyphantria,Hyphantria cunea,pomp.4642,75
MockIM32_pident=100.0_OTU38,GS,99.4,BOLD:AAK9206.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Leucrocuta,Leucrocuta maculipennis,pomp.4642,154
MockIM52_pident=100.0_OTU84,GS,99.4,BOLD:ABW5589.1,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,NA,NA,pomp.4642,37
MockIM53_pident=100.0_OTU74,GS,100.0,BOLD:AAA4507.1,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea rubigalis,pomp.4642,75
OTU59,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4642,136
OTU72_suspect_mock_chimera,GS,100.0,BOLD:ACG7175.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Chionodes,Chionodes bicostomaculella,pomp.4642,3864
OTU146_suspect_mock_chimera,GS,99.4,BOLD:AAF7182.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix thelmae,pomp.4642,129
OTU175,US,0.2833,BOLD:AAY7944.1,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4642,20
OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4642,6
OTU232_suspect_mock_chimera,GS,99.4,BOLD:ACE2171.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,pomp.4642,32
OTU298,US,0.0000,BOLD:ACN5436.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4642,35
OTU335_suspect_mock_chimera,GS,99.4,BOLD:ABX9225.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia,NA,pomp.4642,33
OTU401,US,1.0000,BOLD:ACR5185.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4642,37
OTU477,GS,100.0,BOLD:AAN5451.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,pomp.4642,26
OTU538_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,pomp.4642,33
OTU549_suspect_mock_chimera,GS,100.0,BOLD:AAA9101.2,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Moodna,Moodna ostrinella,pomp.4642,52
OTU554_suspect_mock_chimera,GS,100.0,BOLD:AAG2032.1,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,Dermestes lardarius,pomp.4642,22
OTU624_suspect_mock_chimera,US,0.9844,BOLD:ACD3564.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4642,7
OTU754,US,0.1429,BOLD:ACB2438.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4642,3
OTU1119_suspect_mock_chimera,GS,99.4,BOLD:AAE3210.1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culiseta,Culiseta morsitans,pomp.4642,31
OTU156_suspect_mock_chimera,GS,100.0,BOLD:AAA7515.9,Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis punctata,pomp.4643,26
OTU307_suspect_mock_chimera,GS,98.9,BOLD:AAH3225.3,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Metylophorus,Metylophorus novaescotiae,pomp.4643,53
OTU329_suspect_mock_chimera,GS,100.0,BOLD:ABW5810.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Euphylidorea,Euphylidorea luteola,pomp.4643,45
OTU411_suspect_mock_chimera,GS,99.4,BOLD:AAA9619.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cenopis,Cenopis reticulatana,pomp.4643,22
OTU865_suspect_mock_chimera,US,0.8732,BOLD:ABW5165.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4643,13
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4643,1
OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4643,1
OTU20_suspect_mock_chimera,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,pomp.4644,215
OTU59,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4644,20
OTU131_suspect_mock_chimera,GS,100.0,BOLD:AAB2216.1,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Neolygus,Neolygus quercalbae,pomp.4644,30
OTU146_suspect_mock_chimera,GS,99.4,BOLD:AAF7182.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix thelmae,pomp.4644,1939
OTU156_suspect_mock_chimera,GS,100.0,BOLD:AAA7515.9,Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis punctata,pomp.4644,82
OTU163_suspect_mock_chimera,GS,100.0,BOLD:AAB7426.1,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Sciota,Sciota virgatella,pomp.4644,31
OTU259_suspect_mock_chimera,GS,99.4,BOLD:AAG7673.1,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Dusona,Dusona vitticollis,pomp.4644,420
OTU280_suspect_mock_chimera,GS,100.0,BOLD:AAD8837.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Filatima,Filatima nr pseudacaciella,pomp.4644,165
OTU304_suspect_mock_chimera,GS,100.0,BOLD:AAA7551.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Dichomeris,Dichomeris georgiella,pomp.4644,12
OTU324_suspect_mock_chimera,GS,100.0,BOLD:AAD7495.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cleora,Cleora projecta,pomp.4644,166
OTU431_suspect_mock_chimera,GS,98.3,BOLD:ABX3627.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,pomp.4644,32
OTU508_suspect_mock_chimera,GS,100.0,BOLD:AAA9655.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Heliomata,Heliomata cycladata,pomp.4644,18
OTU672_suspect_mock_chimera,GS,100.0,BOLD:AAA2077.2,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Protoboarmia,Protoboarmia porcelaria,pomp.4644,18
OTU733_suspect_mock_chimera,GS,100.0,BOLD:ACL2926.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,pomp.4644,4
OTU808,US,0.0000,BOLD:ADB0434.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4644,24
OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4644,1
OTU1171_suspect_mock_chimera,SS,0.7600,BOLD:ABA1531.2,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4644,1
OTU1328,US,0.9936,BOLD:ACH0583.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4644,5
MockIM3_pident=100.0_OTU52,GS,100.0,BOLD:AAA7067.58,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,pomp.4645,104
MockIM7_pident=100.0_OTU93,GS,99.4,BOLD:ADG5234.4,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Ceraclea,Ceraclea maculata,pomp.4645,278
MockIM10_pident=100.0_OTU21,GS,100.0,BOLD:AAA1517.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Choristoneura,Choristoneura rosaceana,pomp.4645,280
MockIM16_pident=100.0_OTU58,GS,100.0,BOLD:AAA0399.6,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila obliteralis,pomp.4645,122
MockIM20_pident=100.0_OTU43,GS,100.0,BOLD:AAB3533.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Haematopis,Haematopis grataria,pomp.4645,107
MockIM27_pident=100.0_OTU67,GS,98.9,BOLD:AAL8071.1,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,Cercyon praetextatus,pomp.4645,339
MockIM29_pident=100.0_OTU66,GS,100.0,BOLD:AAA4222.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena scabra,pomp.4645,78
MockIM32_pident=100.0_OTU38,GS,99.4,BOLD:AAK9206.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Leucrocuta,Leucrocuta maculipennis,pomp.4645,202
MockIM33_pident=100.0_OTU107,GS,98.9,BOLD:AAH7221.2,Animalia,Arthropoda,Insecta,Neuroptera,Mantispidae,Dicromantispa,Dicromantispa sayi,pomp.4645,91
MockIM42_pident=100.0_OTU50,GS,98.3,BOLD:AAI4346.3,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Phalangium,Phalangium opilio,pomp.4645,351
MockIM44_pident=100.0_OTU95,GS,100.0,BOLD:AAG3920.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,NA,pomp.4645,204
MockIM46_pident=100.0_OTU64,GS,100.0,BOLD:AAH6828.3,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Euphoria,Euphoria fulgida,pomp.4645,154
MockIM47_pident=99.4_OTU86,GS,99.4,BOLD:AAG2717.1,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Scudderia,Scudderia curvicauda,pomp.4645,32
MockIM52_pident=100.0_OTU84,GS,99.4,BOLD:ABW5589.1,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,NA,NA,pomp.4645,32
OTU19,GS,100.0,BOLD:AAM7855.1,Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,Frankliniella,Frankliniella tritici,pomp.4645,24815
OTU44_suspect_mock_chimera,GS,100.0,BOLD:AAF9042.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula concava,pomp.4645,7797
OTU59,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4645,107
OTU62,GS,98.9,BOLD:AAV3042.2,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Theridion,Theridion albidum,pomp.4645,246
OTU161_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,pomp.4645,71
OTU197,US,0.2833,BOLD:ACU4187.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4645,47
OTU254_suspect_mock_chimera,GS,100.0,BOLD:AAG0758.3,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,pomp.4645,88
OTU298,US,0.0000,BOLD:ACN5436.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4645,155
OTU343_suspect_mock_chimera,SS,0.1400,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4645,58
OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4645,2
OTU383_suspect_mock_chimera,GS,100.0,BOLD:AAG3622.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Aphrophora,Aphrophora cribrata,pomp.4645,29
OTU451_suspect_mock_chimera,US,0.0000,BOLD:ACJ9021.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4645,71
OTU553,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4645,8
OTU568_suspect_mock_chimera,GS,99.4,BOLD:AAJ2417.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Leucrocuta,Leucrocuta minerva,pomp.4645,59
OTU798_suspect_mock_variant,No Hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,pomp.4645,62
OTU946_suspect_mock_chimera,GS,100.0,BOLD:ABZ1624.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Machimia,Machimia tentoriferella,pomp.4645,38
OTU1152_suspect_mock_chimera,GS,100.0,BOLD:AAH2380.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Cardiophorus,Cardiophorus convexus,pomp.4645,26
OTU1587,US,0.8000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4645,2
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4645,1
