OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,SampleID,CountReads
OTU5,GS,99.4,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017HBPoolA2,3918
OTU10,GS,100.0,BOLD:ACF3057,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus mortipennella,6212017HBPoolA2,9255
OTU14,GS,99.4,BOLD:AAO3940,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia,NA,6212017HBPoolA2,894
OTU16,GS,100.0,BOLD:AAA7067,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,6212017HBPoolA2,1399
OTU21,GS,100.0,BOLD:ACR3763,Animalia,Arthropoda,Insecta,Coleoptera,Ptilodactylidae,Ptilodactyla,Ptilodactyla serricollis,6212017HBPoolA2,4899
OTU25,GS,100.0,BOLD:ACF0083,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus similis,6212017HBPoolA2,1440
OTU26,GS,98.8,BOLD:ACM8443,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra epistates,6212017HBPoolA2,7728
OTU31,GS,100.0,BOLD:AAM6212,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Axarus,Axarus festivus,6212017HBPoolA2,776
OTU51,GS,100.0,BOLD:AAG1040,Animalia,Arthropoda,Insecta,Lepidoptera,Cosmopterigidae,Perimede,Perimede circitor,6212017HBPoolA2,476
OTU65,GS,100.0,BOLD:AAA1517,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Choristoneura,Choristoneura rosaceana,6212017HBPoolA2,845
OTU68,GS,100.0,BOLD:AAB7030,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,6212017HBPoolA2,1361
OTU70,GS,100.0,BOLD:ABY9168,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Clepsis,Clepsis peritana,6212017HBPoolA2,1226
OTU93,GS,99.4,BOLD:AAM4329,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Cimex adjunctus,6212017HBPoolA2,166
OTU100,US,0.0000,BOLD:ACD6759,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,6212017HBPoolA2,296
OTU169,GS,97.2,BOLD:AAO2061,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Parcoblatta,NA,6212017HBPoolA2,779
OTU174,GS,97.2,BOLD:AAD2010,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus propinqua,6212017HBPoolA2,415
OTU190,GS,100.0,BOLD:ABY7666,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex territans,6212017HBPoolA2,785
OTU194,GS,100.0,BOLD:AAA6913,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leuconycta,Leuconycta diphteroides,6212017HBPoolA2,1791
OTU198,GS,99.4,BOLD:ABZ1242,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,6212017HBPoolA2,24
OTU211,GS,99.4,BOLD:ACA5630,Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,NA,NA,6212017HBPoolA2,703
OTU215,GS,100.0,BOLD:AAA2490,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Palpita,Palpita magniferalis,6212017HBPoolA2,468
OTU233,GS,99.4,BOLD:ACL2521,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,Arrenurus marshallae,6212017HBPoolA2,2075
OTU262,GS,100.0,BOLD:AAD0306,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila tinealis,6212017HBPoolA2,661
OTU287,GS,98.9,BOLD:AAG5457,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,6212017HBPoolA2,1239
OTU304,GS,100.0,BOLD:AAD6122,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017HBPoolA2,643
OTU341,GS,98.3,BOLD:AAB4915,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Episimus,Episimus argutana,6212017HBPoolA2,795
OTU362,GS,100.0,BOLD:ABZ2935,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Zanclognatha,Zanclognatha pedipilalis,6212017HBPoolA2,1279
OTU376,GS,100.0,BOLD:AAD2441,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Syssphinx,Syssphinx bicolor,6212017HBPoolA2,415
OTU468,GS,100.0,BOLD:AAN5951,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Mioptachys,Mioptachys flavicauda,6212017HBPoolA2,604
OTU617,GS,100.0,BOLD:AAB4916,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Episimus,Episimus argutana,6212017HBPoolA2,3
OTU636,GS,99.4,BOLD:AAM6230,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,6212017HBPoolA2,168
OTU701,GS,100.0,BOLD:ACF0609,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Olethreutes,Olethreutes valdanum,6212017HBPoolA2,236
OTU907,SS,0.0100,BOLD:AAO3940,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia,NA,6212017HBPoolA2,4
OTU1033,GS,100.0,BOLD:AAD7682,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,NA,6212017HBPoolA2,1
OTU1047,GS,99.4,BOLD:ACC8989,Animalia,Arthropoda,Insecta,Lepidoptera,Batrachedridae,Batrachedra,NA,6212017HBPoolA2,1
OTU1085,GS,98.9,BOLD:ACZ3313,Animalia,Arthropoda,Insecta,Coleoptera,Ptilodactylidae,Ptilodactyla,Ptilodactyla carinata,6212017HBPoolA2,1
OTU1092,US,0.9967,BOLD:ACO6848,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,6212017HBPoolA2,3
OTU1097,GS,97.2,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017HBPoolA2,29
OTU1296,GS,97.2,BOLD:AAD2334,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus hasbroucki,6212017HBPoolA2,64
OTU1317,SS,0.0100,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017HBPoolA2,4
OTU1350,GS,97.2,BOLD:AAA7067,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,6212017HBPoolA2,70
OTU1351,SS,0.9400,BOLD:AAB7030,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,6212017HBPoolA2,140
OTU1642,GS,99.4,BOLD:AAB5246,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Ledaea,Ledaea perditalis,6212017HBPoolA2,3
OTU1796,GS,97.2,BOLD:AAB4915,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Episimus,Episimus argutana,6212017HBPoolA2,271
OTU5,GS,99.4,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017HBPoolA3,2777
OTU7,GS,100.0,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma solatrix,6212017HBPoolA3,5408
OTU10,GS,100.0,BOLD:ACF3057,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus mortipennella,6212017HBPoolA3,26111
OTU16,GS,100.0,BOLD:AAA7067,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,6212017HBPoolA3,954
OTU21,GS,100.0,BOLD:ACR3763,Animalia,Arthropoda,Insecta,Coleoptera,Ptilodactylidae,Ptilodactyla,Ptilodactyla serricollis,6212017HBPoolA3,12596
OTU25,GS,100.0,BOLD:ACF0083,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus similis,6212017HBPoolA3,4811
OTU26,GS,98.8,BOLD:ACM8443,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra epistates,6212017HBPoolA3,7276
OTU35,GS,100.0,BOLD:ABW4215,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Glyptotendipes,Glyptotendipes meridionalis,6212017HBPoolA3,1773
OTU57,GS,100.0,BOLD:AAI1618,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Coquillettidia,Coquillettidia perturbans,6212017HBPoolA3,727
OTU64,US,0.9925,BOLD:AAL8170,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,6212017HBPoolA3,315
OTU67,GS,100.0,BOLD:AAO3948,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma macrocera,6212017HBPoolA3,1756
OTU68,GS,100.0,BOLD:AAB7030,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,6212017HBPoolA3,1023
OTU70,GS,100.0,BOLD:ABY9168,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Clepsis,Clepsis peritana,6212017HBPoolA3,752
OTU73,GS,100.0,BOLD:AAD6926,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Anyphaena,Anyphaena pectorosa,6212017HBPoolA3,917
OTU89,GS,98.3,BOLD:ABW2415,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma okefenoke,6212017HBPoolA3,2243
OTU117,GS,100.0,BOLD:AAH5449,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus propinqua,6212017HBPoolA3,505
OTU120,GS,100.0,BOLD:AAV3042,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Theridion,Theridion albidum,6212017HBPoolA3,1987
OTU125,GS,100.0,BOLD:ACX4440,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,6212017HBPoolA3,3069
OTU157,US,0.0000,BOLD:ACJ3184,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,6212017HBPoolA3,472
OTU169,GS,97.2,BOLD:AAO2061,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Parcoblatta,NA,6212017HBPoolA3,1705
OTU194,GS,100.0,BOLD:AAA6913,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leuconycta,Leuconycta diphteroides,6212017HBPoolA3,1461
OTU198,GS,99.4,BOLD:ABZ1242,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,6212017HBPoolA3,766
OTU213,GS,100.0,BOLD:AAD4936,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Caloptilia,Caloptilia sassafrasella,6212017HBPoolA3,1577
OTU214,GS,99.4,BOLD:AAW6795,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017HBPoolA3,957
OTU268,US,0.9963,BOLD:ACT8457,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,6212017HBPoolA3,539
OTU286,SS,0.1100,BOLD:ACU9193,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017HBPoolA3,823
OTU317,GS,99.4,BOLD:ACA8818,Animalia,Arthropoda,Insecta,Hemiptera,Derbidae,Patara,Patara vanduzeei,6212017HBPoolA3,62
OTU401,GS,100.0,BOLD:AAH3229,Animalia,Arthropoda,Insecta,Psocodea,Dasydemellidae,Teliapsocus,NA,6212017HBPoolA3,644
OTU453,GS,100.0,BOLD:AAD1238,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Schizaphis,Schizaphis scirpicola,6212017HBPoolA3,557
OTU455,GS,98.9,BOLD:AAG5456,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Cryptochironomus,NA,6212017HBPoolA3,705
OTU490,GS,99.4,BOLD:AAA7232,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Schizocosa,Schizocosa ocreata,6212017HBPoolA3,261
OTU636,GS,99.4,BOLD:AAM6230,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,6212017HBPoolA3,123
OTU768,GS,98.9,BOLD:ABW6163,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,NA,NA,6212017HBPoolA3,192
OTU822,GS,97.8,BOLD:ACU1440,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Parcoblatta,Parcoblatta lata,6212017HBPoolA3,47
OTU872,GS,98.9,BOLD:AAJ2419,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Aleiodes,Aleiodes albitibia,6212017HBPoolA3,110
OTU900,GS,100.0,BOLD:AAN6333,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Theridion,Theridion albidum,6212017HBPoolA3,1
OTU1085,GS,98.9,BOLD:ACZ3313,Animalia,Arthropoda,Insecta,Coleoptera,Ptilodactylidae,Ptilodactyla,Ptilodactyla carinata,6212017HBPoolA3,1
OTU1097,GS,97.2,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017HBPoolA3,22
OTU1172,SS,0.8300,BOLD:AAD6926,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Anyphaena,Anyphaena pectorosa,6212017HBPoolA3,2
OTU1210,GS,97.2,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma solatrix,6212017HBPoolA3,101
OTU1265,SS,0.8300,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma solatrix,6212017HBPoolA3,7
OTU1291,GS,98.9,BOLD:AAB8467,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Phalaenostola,Phalaenostola eumelusalis,6212017HBPoolA3,1
OTU1296,GS,97.2,BOLD:AAD2334,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus hasbroucki,6212017HBPoolA3,91
OTU1317,SS,0.0100,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017HBPoolA3,2
OTU1350,GS,97.2,BOLD:AAA7067,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,6212017HBPoolA3,9
OTU1351,SS,0.9400,BOLD:AAB7030,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,6212017HBPoolA3,12
OTU1403,SS,0.3600,BOLD:ACV0130,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017HBPoolA3,3
OTU1497,SS,0.9700,BOLD:AAI1618,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Coquillettidia,Coquillettidia perturbans,6212017HBPoolA3,16
OTU1513,GS,97.8,BOLD:ACL2801,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma macrocera,6212017HBPoolA3,47
OTU1683,SS,0.8400,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma solatrix,6212017HBPoolA3,14
OTU1764,US,0.9934,BOLD:ACQ7934,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,6212017HBPoolA3,1
OTU1818,GS,97.9,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma solatrix,6212017HBPoolA3,2
OTU1878,SS,0.7800,BOLD:ABW4215,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017HBPoolA3,37
OTU5,GS,99.4,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017HBPoolA4,3211
OTU10,GS,100.0,BOLD:ACF3057,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus mortipennella,6212017HBPoolA4,13794
OTU16,GS,100.0,BOLD:AAA7067,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,6212017HBPoolA4,1582
OTU21,GS,100.0,BOLD:ACR3763,Animalia,Arthropoda,Insecta,Coleoptera,Ptilodactylidae,Ptilodactyla,Ptilodactyla serricollis,6212017HBPoolA4,8758
OTU25,GS,100.0,BOLD:ACF0083,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus similis,6212017HBPoolA4,2495
OTU26,GS,98.8,BOLD:ACM8443,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra epistates,6212017HBPoolA4,10107
OTU51,GS,100.0,BOLD:AAG1040,Animalia,Arthropoda,Insecta,Lepidoptera,Cosmopterigidae,Perimede,Perimede circitor,6212017HBPoolA4,592
OTU64,US,0.9925,BOLD:AAL8170,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,6212017HBPoolA4,62
OTU68,GS,100.0,BOLD:AAB7030,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,6212017HBPoolA4,344
OTU70,GS,100.0,BOLD:ABY9168,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Clepsis,Clepsis peritana,6212017HBPoolA4,795
OTU73,GS,100.0,BOLD:AAD6926,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Anyphaena,Anyphaena pectorosa,6212017HBPoolA4,1151
OTU100,US,0.0000,BOLD:ACD6759,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,6212017HBPoolA4,1168
OTU117,GS,100.0,BOLD:AAH5449,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus propinqua,6212017HBPoolA4,372
OTU157,US,0.0000,BOLD:ACJ3184,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,6212017HBPoolA4,1759
OTU218,GS,100.0,BOLD:AAA4274,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus texanella,6212017HBPoolA4,1421
OTU262,GS,100.0,BOLD:AAD0306,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila tinealis,6212017HBPoolA4,771
OTU275,GS,100.0,BOLD:AAA5695,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,6212017HBPoolA4,456
OTU286,SS,0.1100,BOLD:ACU9193,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017HBPoolA4,1298
OTU338,GS,100.0,BOLD:AAH4681,Animalia,Arthropoda,Insecta,Lepidoptera,Autostichidae,Oegoconia,Oegoconia novimundi,6212017HBPoolA4,1112
OTU341,GS,98.3,BOLD:AAB4915,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Episimus,Episimus argutana,6212017HBPoolA4,261
OTU376,GS,100.0,BOLD:AAD2441,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Syssphinx,Syssphinx bicolor,6212017HBPoolA4,122
OTU393,US,0.0000,BOLD:ACO3092,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,6212017HBPoolA4,729
OTU399,GS,100.0,BOLD:ACF2428,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus texanella,6212017HBPoolA4,925
OTU442,GS,97.2,BOLD:ABU6554,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017HBPoolA4,479
OTU445,GS,100.0,BOLD:AAF3325,Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,Kearfottia,Kearfottia albifasciella,6212017HBPoolA4,931
OTU500,GS,99.4,BOLD:AAG8583,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Pigritia,Pigritia fidella,6212017HBPoolA4,87
OTU524,GS,100.0,BOLD:AAD2126,Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,Thyridopteryx,Thyridopteryx ephemeraeformis,6212017HBPoolA4,385
OTU564,GS,100.0,BOLD:ABX9086,Animalia,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,Bucculatrix solidaginiella,6212017HBPoolA4,498
OTU615,US,0.9916,BOLD:ACD1227,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,6212017HBPoolA4,273
OTU663,GS,97.2,BOLD:ACR0212,Animalia,Arthropoda,Insecta,Hymenoptera,Perilampidae,Perilampus,Perilampus aeneus,6212017HBPoolA4,327
OTU783,GS,98.9,BOLD:ABW9917,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,NA,NA,6212017HBPoolA4,1
OTU787,GS,100.0,BOLD:AAF7506,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis illinoisensis,6212017HBPoolA4,1
OTU835,GS,99.4,BOLD:ACE4186,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Ceruraphis,Ceruraphis viburnicola,6212017HBPoolA4,139
OTU921,GSL,100.0,BOLD:ABY4768,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Uroleucon,NA,6212017HBPoolA4,46
OTU969,US,0.0093,BOLD:ABW2388,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,6212017HBPoolA4,91
OTU1092,US,0.9967,BOLD:ACO6848,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,6212017HBPoolA4,9
OTU1097,GS,97.2,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017HBPoolA4,37
OTU1172,SS,0.8300,BOLD:AAD6926,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Anyphaena,Anyphaena pectorosa,6212017HBPoolA4,9
OTU1296,GS,97.2,BOLD:AAD2334,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus hasbroucki,6212017HBPoolA4,26
OTU1317,SS,0.0100,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017HBPoolA4,6
OTU1350,GS,97.2,BOLD:AAA7067,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,6212017HBPoolA4,7
OTU1351,SS,0.9400,BOLD:AAB7030,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,6212017HBPoolA4,22
OTU1434,GS,97.6,BOLD:AAA7067,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,6212017HBPoolA4,2
OTU1796,GS,97.2,BOLD:AAB4915,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Episimus,Episimus argutana,6212017HBPoolA4,37
OTU5,GS,99.4,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,6212017HBPoolB1,633
OTU10,GS,100.0,BOLD:ACF3057,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus mortipennella,6212017HBPoolB1,4770
OTU21,GS,100.0,BOLD:ACR3763,Animalia,Arthropoda,Insecta,Coleoptera,Ptilodactylidae,Ptilodactyla,Ptilodactyla serricollis,6212017HBPoolB1,5751
OTU25,GS,100.0,BOLD:ACF0083,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus similis,6212017HBPoolB1,485
OTU26,GS,98.8,BOLD:ACM8443,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra epistates,6212017HBPoolB1,1883
OTU29,US,0.0000,BOLD:ADD1431,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,6212017HBPoolB1,495
OTU57,GS,100.0,BOLD:AAI1618,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Coquillettidia,Coquillettidia perturbans,6212017HBPoolB1,373
OTU64,US,0.9925,BOLD:AAL8170,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,6212017HBPoolB1,399
OTU68,GS,100.0,BOLD:AAB7030,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,6212017HBPoolB1,922
OTU100,US,0.0000,BOLD:ACD6759,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,6212017HBPoolB1,489
OTU114,US,0.9963,BOLD:AAG1452,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017HBPoolB1,2063
OTU116,GS,100.0,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,6212017HBPoolB1,310
OTU120,GS,100.0,BOLD:AAV3042,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Theridion,Theridion albidum,6212017HBPoolB1,356
OTU125,GS,100.0,BOLD:ACX4440,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,6212017HBPoolB1,1494
OTU133,US,0.0000,BOLD:AAH1180,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,6212017HBPoolB1,81
OTU144,GS,100.0,BOLD:AAN6304,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,Araneus guttulatus,6212017HBPoolB1,1675
OTU214,GS,99.4,BOLD:AAW6795,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017HBPoolB1,266
OTU215,GS,100.0,BOLD:AAA2490,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Palpita,Palpita magniferalis,6212017HBPoolB1,158
OTU243,US,0.0000,BOLD:ACB3149,Animalia,Arthropoda,Branchiopoda,Diplostraca,NA,NA,NA,6212017HBPoolB1,89
OTU290,GS,100.0,BOLD:AAE4427,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Xylesthia,Xylesthia pruniramiella,6212017HBPoolB1,177
OTU335,GS,99.4,BOLD:AAM6295,Animalia,Arthropoda,Insecta,Diptera,Chaoboridae,NA,NA,6212017HBPoolB1,448
OTU342,GS,99.4,BOLD:AAI1931,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Holcocera,Holcocera chalcofrontella,6212017HBPoolB1,90
OTU372,GS,100.0,BOLD:AAC0182,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Niditinea,Niditinea orleansella,6212017HBPoolB1,599
OTU414,GS,100.0,BOLD:AAZ2915,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Micratopus,Micratopus aenescens,6212017HBPoolB1,87
OTU415,GS,100.0,BOLD:AAP8030,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Blastobasis,NA,6212017HBPoolB1,351
OTU426,GS,98.9,BOLD:ABX4602,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,NA,NA,6212017HBPoolB1,177
OTU532,GS,100.0,BOLD:AAF9306,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Psychoda,Psychoda alternata,6212017HBPoolB1,123
OTU534,GS,98.3,BOLD:ACB1583,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Trathala,NA,6212017HBPoolB1,201
OTU544,GS,100.0,BOLD:AAI3611,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Ocyptamus,Ocyptamus fuscipennis,6212017HBPoolB1,444
OTU545,SS,0.2100,BOLD:ACW2147,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,6212017HBPoolB1,417
OTU776,US,0.9967,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6212017HBPoolB1,195
OTU789,GS,100.0,BOLD:ABY8414,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Agnocoris,Agnocoris pulverulentus,6212017HBPoolB1,153
OTU796,GS,100.0,BOLD:AAH4950,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,6212017HBPoolB1,1
